"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Item_Weight_old","Item_Visibility_upd"
"2117","NCR53",12.15,"LF",0.1453,"Health_and_Hygiene",224.0404,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",3375.606,12.15,0.1453
"2118","FDS04",10.195,"Regular",0.1467,"Frozen_Foods",138.6838,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",2388.2246,10.195,0.1467
"2119","FDC03",8.575,"Regular",0.0718,"Dairy",193.3794,"OUT013",1987,"High","Tier_3","Supermarket_Type1",780.3176,8.575,0.0718
"2120","FDP44",16.5,"Regular",0.1334,"Fruits_and_Vegetables",102.2332,"OUT010",1998,"Small","Tier_3","Grocery_Store",102.5332,16.5,0.1334
"2121","FDK16",9.065,"LF",0.1158,"Frozen_Foods",95.3094,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1713.7692,9.065,0.1158
"2122","NCC30",16.6,"LF",0.0276,"Household",178.7344,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1605.9096,16.6,0.0276
"2123","FDZ26",11.6,"Regular",0.2411,"Dairy",238.5222,"OUT010",1998,"Small","Tier_3","Grocery_Store",717.0666,11.6,0.2411
"2124","NCO54",19.5,"LF",0.0143,"Household",57.1614,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1381.535,19.5,0.0143
"2125","NCP41",16.6,"LF",0.0271,"Health_and_Hygiene",106.2596,"OUT010",1998,"Small","Tier_3","Grocery_Store",215.7192,16.6,0.0271
"2126","DRE27",11.85,"LF",0.1329,"Dairy",98.0726,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1076.5986,11.85,0.1329
"2127","FDQ10",12.85,"LF",0.0332,"Snack_Foods",170.6422,"OUT013",1987,"High","Tier_3","Supermarket_Type1",2931.5174,12.85,0.0332
"2128","NCU42",9,"LF",0.0195,"Household",170.0474,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",4211.185,9,0.0195
"2129","FDX43",5.655,"LF",0.0853,"Fruits_and_Vegetables",165.85,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",1830.95,5.655,0.0853
"2130","NCD19",8.93,"LF",0.0132,"Household",55.1614,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",939.4438,8.93,0.0132
"2131","NCI54",15.2,"LF",0.0336,"Household",108.1912,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",1856.2504,15.2,0.0336
"2132","FDS37",7.655,"LF",0.0535,"Canned",114.1492,"OUT010",1998,"Small","Tier_3","Grocery_Store",115.8492,7.655,0.0535
"2133","FDO25",6.3,"LF",0.1268,"Canned",209.027,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",4613.994,NA,0.1268
"2134","FDS57",15.5,"LF",0.1036,"Snack_Foods",143.547,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1431.47,15.5,0.1036
"2135","FDI52",18.7,"LF",0.1048,"Frozen_Foods",122.1072,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",490.0288,18.7,0.1048
"2136","DRK12",9.5,"LF",0.0421,"Soft_Drinks",31.89,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",366.19,9.5,0.0421
"2137","FDG40",13.65,"LF",0.04,"Frozen_Foods",34.4558,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",611.2044,13.65,0.04
"2138","FDU49",19.5,"Regular",0.0308,"Canned",86.254,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",2163.85,19.5,0.0308
"2139","FDR49",8.71,"LF",20.25,"Canned",46.5376,"OUT013",1987,"High","Tier_3","Supermarket_Type1",575.2512,8.71,0
"2140","FDF40",20.25,"Regular",0.0394,"Dairy",247.8092,"OUT019",1985,"Small","Tier_1","Grocery_Store",498.0184,NA,0.0394
"2141","DRE03",19.6,"LF",0.0244,"Dairy",46.3718,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",661.8052,19.6,0.0244
"2142","FDR55",12.15,"Regular",0.1314,"Fruits_and_Vegetables",189.1872,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",5294.4416,NA,0.1314
"2143","NCU05",11.8,"LF",0.0587,"Health_and_Hygiene",82.3618,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",1208.427,11.8,0.0587
"2144","FDR36",6.715,"Regular",0.1223,"Baking_Goods",40.3454,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",838.908,6.715,0.1223
"2145","NCM30",19.1,"LF",0.0672,"Household",39.6796,"OUT013",1987,"High","Tier_3","Supermarket_Type1",660.4736,19.1,0.0672
"2146","FDH24",20.7,"LF",0.0215,"Baking_Goods",156.6288,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",3928.22,20.7,0.0215
"2147","DRO47",10.195,"LF",0.1127,"Hard_Drinks",113.986,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",452.744,10.195,0.1127
"2148","FDQ49",20.2,"Regular",0.0395,"Breakfast",155.163,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",782.315,20.2,0.0395
"2149","DRJ37",10.8,"LF",0.0611,"Soft_Drinks",151.9024,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",2580.6408,10.8,0.0611
"2150","NCJ42",19.75,"LF",0.0144,"Household",100.8332,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1537.998,19.75,0.0144
"2151","FDD05",19.35,"LF",0.0166,"Frozen_Foods",120.9098,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1687.1372,19.35,0.0166
"2152","FDC39",7.405,"LF",0.1598,"Dairy",206.6296,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",3115.944,7.405,0.1598
"2153","NCY06",15.25,"LF",0.0613,"Household",128.8968,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",2348.9424,15.25,0.0613
"2154","NCS06",7.935,"LF",0.0556,"Household",263.591,"OUT019",1985,"Small","Tier_1","Grocery_Store",262.991,NA,0.0556
"2155","FDE16",8.895,"LF",0.0264,"Frozen_Foods",207.8954,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",3542.7218,8.895,0.0264
"2156","NCQ50",18.75,"LF",0.0343,"Household",215.2218,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",4701.8796,18.75,0.0343
"2157","FDX50",20.1,"LF",0.0746,"Dairy",110.3228,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1768.3648,20.1,0.0746
"2158","NCL41",12.35,"LF",0.042,"Health_and_Hygiene",35.7216,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",519.324,12.35,0.042
"2159","FDM58",16.85,"Regular",0.08,"Snack_Foods",111.8544,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1677.816,16.85,0.08
"2160","FDH35",18.25,"LF",0.1008,"Starchy_Foods",166.3526,"OUT010",1998,"Small","Tier_3","Grocery_Store",164.4526,18.25,0.1008
"2161","FDS50",17,"LF",0.0555,"Dairy",219.8114,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1108.557,17,0.0555
"2162","FDT09",15.15,"Regular",0.0122,"Snack_Foods",133.2284,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",4350.3372,NA,0.0122
"2163","FDR60",14.3,"LF",0.1309,"Baking_Goods",76.7328,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1312.9576,14.3,0.1309
"2164","FDG22",17.6,"Regular",0.0414,"Snack_Foods",35.019,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",659.142,17.6,0.0414
"2165","FDL52",6.635,"Regular",0.0459,"Frozen_Foods",37.9506,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",910.8144,NA,0.0459
"2166","DRJ39",20.25,"LF",0.0365,"Dairy",218.3482,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",2409.5302,20.25,0.0365
"2167","FDW45",18,"LF",0.0392,"Snack_Foods",145.1418,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",2648.5524,18,0.0392
"2168","NCQ38",16.35,"LF",0.0134,"Others",106.028,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1065.28,16.35,0.0134
"2169","FDB26",14,"Regular",0.0314,"Canned",53.764,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",798.96,14,0.0314
"2170","DRG48",5.78,"LF",0.0146,"Soft_Drinks",145.2102,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",3062.0142,5.78,0.0146
"2171","FDH10",21,"LF",0.0825,"Snack_Foods",191.8478,"OUT010",1998,"Small","Tier_3","Grocery_Store",774.9912,21,0.0825
"2172","FDP28",13.65,"Regular",0.0808,"Frozen_Foods",262.8936,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",4958.8784,13.65,0.0808
"2173","FDJ44",12.3,"Regular",0.178,"Fruits_and_Vegetables",173.1396,"OUT010",1998,"Small","Tier_3","Grocery_Store",697.7584,12.3,0.178
"2174","FDI07",12.35,"Regular",0.0338,"Meat",196.9426,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",2768.3964,12.35,0.0338
"2175","DRJ24",11.8,"LF",0.114,"Soft_Drinks",185.1924,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",2591.2936,11.8,0.114
"2176","DRL47",19.7,"LF",0.0387,"Hard_Drinks",127.3362,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",755.0172,19.7,0.0387
"2177","FDP38",10.1,"LF",0.0321,"Canned",50.9008,"OUT013",1987,"High","Tier_3","Supermarket_Type1",354.2056,10.1,0.0321
"2178","FDK02",12.5,"LF",0.1965,"Canned",120.544,"OUT019",1985,"Small","Tier_1","Grocery_Store",479.376,NA,0.1965
"2179","FDO23",17.85,"LF",0.1463,"Breads",94.1436,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1607.2412,17.85,0.1463
"2180","NCE54",20.7,"LF",0.0269,"Household",74.6354,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1053.2956,20.7,0.0269
"2181","FDS52",8.89,"LF",0.0055,"Frozen_Foods",99.7016,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1922.8304,8.89,0.0055
"2182","FDW01",NA,"LF",0.064,"Canned",153.4682,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",1677.1502,14.5,0.064
"2183","NCF07",9,"LF",0.0322,"Household",100.8016,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1113.2176,9,0.0322
"2184","DRE15",13.35,"LF",0.0179,"Dairy",77.5012,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1518.024,13.35,0.0179
"2185","FDR58",6.675,"LF",0.0419,"Snack_Foods",92.3462,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",2406.2012,6.675,0.0419
"2186","FDL24",10.3,"Regular",0.0249,"Baking_Goods",173.0422,"OUT013",1987,"High","Tier_3","Supermarket_Type1",2069.3064,10.3,0.0249
"2187","FDQ25",8.63,"Regular",0.0281,"Canned",173.7422,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",3621.2862,NA,0.0281
"2188","FDX56",17.1,"Regular",0.074,"Fruits_and_Vegetables",207.0638,"OUT013",1987,"High","Tier_3","Supermarket_Type1",4969.5312,17.1,0.074
"2189","FDD20",14.15,"LF",0.0208,"Fruits_and_Vegetables",123.6046,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1245.046,14.15,0.0208
"2190","DRF60",10.8,"LF",0.0524,"Soft_Drinks",236.5564,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",5243.8408,10.8,0.0524
"2191","FDW13",8.5,"LF",0.0983,"Canned",51.3324,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",934.7832,8.5,0.0983
"2192","FDF09",6.215,"LF",0.0121,"Fruits_and_Vegetables",39.2848,"OUT013",1987,"High","Tier_3","Supermarket_Type1",521.9872,6.215,0.0121
"2193","FDY45",17.5,"LF",20.25,"Snack_Foods",253.0356,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",4578.0408,17.5,0
"2194","FDR26",20.7,"LF",0.0429,"Dairy",178.3028,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1062.6168,20.7,0.0429
"2195","FDZ01",8.975,"Regular",0.0091,"Canned",103.399,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",2579.975,8.975,0.0091
"2196","FDH53",20.5,"Regular",0.0321,"Frozen_Foods",83.9592,"OUT010",1998,"Small","Tier_3","Grocery_Store",165.1184,20.5,0.0321
"2197","FDG52",13.65,"LF",0.0659,"Frozen_Foods",46.1402,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",459.402,13.65,0.0659
"2198","FDW50",13.1,"LF",0.0757,"Dairy",167.5158,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1504.0422,13.1,0.0757
"2199","FDX49",4.615,"Regular",0.1018,"Canned",232.23,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",5126.66,4.615,0.1018
"2200","FDJ44",12.3,"Regular",0.1063,"Fruits_and_Vegetables",172.8396,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",2616.594,12.3,0.1063
"2201","NCI31",20,"LF",0.0809,"Others",37.519,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",842.237,NA,0.0809
"2202","FDZ52",19.2,"LF",0.1001,"Frozen_Foods",112.4886,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",1223.0746,19.2,0.1001
"2203","FDE17",20.1,"Regular",0.0545,"Frozen_Foods",152.1366,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",755.683,20.1,0.0545
"2204","FDG34",11.5,"Regular",0.0377,"Snack_Foods",109.5254,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1953.4572,11.5,0.0377
"2205","FDE26",9.3,"LF",0.149,"Canned",143.0786,"OUT010",1998,"Small","Tier_3","Grocery_Store",288.9572,9.3,0.149
"2206","FDD56",15.2,"Regular",0.1042,"Fruits_and_Vegetables",176.5054,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",2976.7918,15.2,0.1042
"2207","FDR52",12.65,"Regular",0.0762,"Frozen_Foods",191.3846,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",2675.1844,12.65,0.0762
"2208","FDQ13",11.1,"LF",0.0106,"Canned",84.1908,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",755.0172,11.1,0.0106
"2209","NCJ42",19.75,"LF",0.025,"Household",102.7332,"OUT019",1985,"Small","Tier_1","Grocery_Store",410.1328,NA,0.025
"2210","FDH10",21,"LF",0.0863,"Snack_Foods",192.6478,"OUT019",1985,"Small","Tier_1","Grocery_Store",387.4956,NA,0.0863
"2211","NCG42",19.2,"LF",0.0412,"Household",131.231,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",3635.268,19.2,0.0412
"2212","FDT31",19.75,"LF",0.0125,"Fruits_and_Vegetables",187.5872,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1323.6104,19.75,0.0125
"2213","DRD25",6.135,"LF",0.0791,"Soft_Drinks",112.686,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",2942.836,6.135,0.0791
"2214","FDR35",12.5,"LF",0.0207,"Breads",199.1742,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",4379.6324,12.5,0.0207
"2215","FDL33",7.235,"LF",0.1002,"Snack_Foods",193.9452,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",2936.178,7.235,0.1002
"2216","FDT45",15.85,"LF",0.0573,"Snack_Foods",53.3956,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",600.5516,15.85,0.0573
"2217","FDT16",9.895,"Regular",0.0488,"Frozen_Foods",260.5278,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",8851.1452,9.895,0.0488
"2218","DRE49",20.75,"LF",20.25,"Soft_Drinks",153.0024,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",2428.8384,20.75,0
"2219","DRF60",10.8,"LF",0.0521,"Soft_Drinks",239.9564,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",3813.7024,10.8,0.0521
"2220","NCB54",8.76,"LF",0.0501,"Health_and_Hygiene",128.3336,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",2556.672,8.76,0.0501
"2221","FDH20",16.1,"Regular",0.025,"Fruits_and_Vegetables",97.341,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1255.033,16.1,0.025
"2222","FDA31",7.1,"LF",0.11,"Fruits_and_Vegetables",172.908,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",2769.728,7.1,0.11
"2223","FDE33",19.35,"Regular",0.0497,"Fruits_and_Vegetables",76.8644,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1571.288,19.35,0.0497
"2224","FDM12",16.7,"Regular",0.117,"Baking_Goods",189.2214,"OUT010",1998,"Small","Tier_3","Grocery_Store",188.4214,16.7,0.117
"2225","FDW44",9.5,"Regular",0.0351,"Fruits_and_Vegetables",168.6448,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1022.6688,9.5,0.0351
"2226","DRE48",8.43,"LF",0.0173,"Soft_Drinks",197.8768,"OUT013",1987,"High","Tier_3","Supermarket_Type1",3744.4592,8.43,0.0173
"2227","NCX18",14.15,"LF",0.0088,"Household",196.511,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",2749.754,14.15,0.0088
"2228","FDA38",5.44,"LF",0.0256,"Dairy",239.1538,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",480.7076,5.44,0.0256
"2229","FDQ19",7.35,"Regular",0.0144,"Fruits_and_Vegetables",242.6512,"OUT013",1987,"High","Tier_3","Supermarket_Type1",969.4048,7.35,0.0144
"2230","FDY47",8.6,"Regular",0.0542,"Breads",129.131,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",4933.578,NA,0.0542
"2231","FDE17",20.1,"Regular",0.0544,"Frozen_Foods",151.3366,"OUT013",1987,"High","Tier_3","Supermarket_Type1",2720.4588,20.1,0.0544
"2232","FDY25",12,"LF",0.034,"Canned",181.8976,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",4527.44,12,0.034
"2233","FDT03",21.25,"LF",0.01,"Meat",185.5608,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",3123.9336,21.25,0.01
"2234","FDB49",8.3,"Regular",0.0302,"Baking_Goods",98.0384,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",2857.6136,8.3,0.0302
"2235","FDL43",10.1,"LF",0.0272,"Meat",76.067,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1454.773,10.1,0.0272
"2236","FDE47",14.15,"LF",0.0381,"Starchy_Foods",123.5046,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1992.0736,14.15,0.0381
"2237","FDS49",9,"LF",0.0795,"Canned",78.3644,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1728.4168,9,0.0795
"2238","FDU23",12.15,"LF",0.0218,"Breads",163.6184,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",2311.6576,12.15,0.0218
"2239","FDU38",10.8,"LF",0.0822,"Dairy",192.9504,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",7478.2656,NA,0.0822
"2240","FDV09",12.1,"LF",0.036,"Snack_Foods",148.0734,"OUT019",1985,"Small","Tier_1","Grocery_Store",593.8936,NA,0.036
"2241","FDR20",20,"Regular",0.0282,"Fruits_and_Vegetables",45.5744,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",452.744,20,0.0282
"2242","FDY11",6.71,"Regular",0.0296,"Baking_Goods",65.8142,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",856.8846,6.71,0.0296
"2243","FDG40",13.65,"LF",0.0396,"Frozen_Foods",31.9558,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",984.7182,NA,0.0396
"2244","FDX20",7.365,"LF",0.0428,"Fruits_and_Vegetables",228.372,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",2037.348,7.365,0.0428
"2245","FDZ27",7.935,"LF",0.0171,"Dairy",50.035,"OUT013",1987,"High","Tier_3","Supermarket_Type1",149.805,7.935,0.0171
"2246","FDH09",12.6,"LF",0.0564,"Seafood",51.3982,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",473.3838,12.6,0.0564
"2247","FDG29",17.6,"LF",0.0564,"Frozen_Foods",42.7454,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",293.6178,17.6,0.0564
"2248","NCA30",19,"LF",0.1295,"Household",190.1872,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",5105.3544,19,0.1295
"2249","NCL53",7.5,"LF",0.0364,"Health_and_Hygiene",175.3028,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",3010.7476,7.5,0.0364
"2250","DRE15",13.35,"LF",20.25,"Dairy",77.6012,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",986.7156,13.35,0
"2251","NCS38",8.6,"LF",0.0902,"Household",112.9176,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",458.0704,8.6,0.0902
"2252","FDY21",15.1,"LF",0.3037,"Snack_Foods",196.011,"OUT019",1985,"Small","Tier_1","Grocery_Store",589.233,NA,0.3037
"2253","FDB58",10.5,"Regular",0.0226,"Snack_Foods",140.6154,"OUT010",1998,"Small","Tier_3","Grocery_Store",283.6308,10.5,0.0226
"2254","FDH41",9,"LF",0.082,"Frozen_Foods",213.3534,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1935.4806,9,0.082
"2255","DRF23",4.61,"LF",0.1228,"Hard_Drinks",172.4396,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1569.9564,4.61,0.1228
"2256","FDE05",10.895,"Regular",0.0543,"Frozen_Foods",146.2102,"OUT010",1998,"Small","Tier_3","Grocery_Store",437.4306,10.895,0.0543
"2257","FDY10",17.6,"LF",0.0491,"Snack_Foods",112.7176,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1717.764,17.6,0.0491
"2258","FDS43",11.65,"LF",0.0406,"Fruits_and_Vegetables",188.224,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1304.968,11.65,0.0406
"2259","NCM30",19.1,"LF",0.0674,"Household",41.9796,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",784.3124,19.1,0.0674
"2260","FDY49",17.2,"Regular",0.012,"Canned",165.7184,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1816.3024,17.2,0.012
"2261","FDN02",16.5,"LF",0.074,"Canned",206.8638,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",2070.638,16.5,0.074
"2262","FDP37",15.6,"LF",0.1434,"Breakfast",128.0994,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",2184.4898,15.6,0.1434
"2263","NCF07",9,"LF",0.032,"Household",99.6016,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",1922.8304,9,0.032
"2264","FDJ09",15,"LF",0.0583,"Snack_Foods",44.0744,"OUT013",1987,"High","Tier_3","Supermarket_Type1",633.8416,15,0.0583
"2265","FDO23",17.85,"LF",0.1457,"Breads",94.3436,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",2269.0464,NA,0.1457
"2266","FDH09",12.6,"LF",0.0558,"Seafood",52.4982,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",1209.7586,NA,0.0558
"2267","FDX34",6.195,"LF",0.0721,"Snack_Foods",119.3098,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1205.098,6.195,0.0721
"2268","FDV60",20.2,"Regular",0.1175,"Baking_Goods",197.311,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",3338.987,20.2,0.1175
"2269","FDE32",20.7,"LF",0.0487,"Fruits_and_Vegetables",38.7506,"OUT013",1987,"High","Tier_3","Supermarket_Type1",227.7036,20.7,0.0487
"2270","NCI30",20.25,"LF",0.0592,"Household",245.046,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",4680.574,20.25,0.0592
"2271","FDS37",7.655,"LF",0.0319,"Canned",117.7492,"OUT013",1987,"High","Tier_3","Supermarket_Type1",695.0952,7.655,0.0319
"2272","FDC57",20.1,"Regular",0.0956,"Fruits_and_Vegetables",193.982,"OUT019",1985,"Small","Tier_1","Grocery_Store",579.246,NA,0.0956
"2273","DRC01",5.92,"Regular",0.0193,"Soft_Drinks",49.0692,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1478.076,5.92,0.0193
"2274","DRD27",18.75,"LF",0.024,"Dairy",99.0042,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",694.4294,18.75,0.024
"2275","FDI12",9.395,"Regular",0.1006,"Baking_Goods",88.3856,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",703.0848,9.395,0.1006
"2276","FDQ33",13.35,"LF",0.0912,"Snack_Foods",149.3708,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",4514.124,13.35,0.0912
"2277","FDQ27",5.19,"Regular",0.0775,"Meat",101.399,"OUT019",1985,"Small","Tier_1","Grocery_Store",206.398,NA,0.0775
"2278","NCB07",19.2,"LF",0.1297,"Household",196.211,"OUT010",1998,"Small","Tier_3","Grocery_Store",589.233,19.2,0.1297
"2279","FDC08",19,"Regular",0.1034,"Fruits_and_Vegetables",226.172,"OUT013",1987,"High","Tier_3","Supermarket_Type1",3169.208,19,0.1034
"2280","FDD20",14.15,"LF",0.0207,"Fruits_and_Vegetables",124.2046,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",2490.092,14.15,0.0207
"2281","FDS24",20.85,"Regular",0.0622,"Baking_Goods",88.1514,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",1151.1682,20.85,0.0622
"2282","FDH34",8.63,"LF",0.0313,"Snack_Foods",186.0582,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",3900.9222,8.63,0.0313
"2283","NCX30",16.7,"LF",0.0267,"Household",248.4776,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",6439.6176,16.7,0.0267
"2284","FDM01",7.895,"Regular",0.0946,"Breakfast",104.5332,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1845.5976,7.895,0.0946
"2285","FDB20",7.72,"LF",0.0519,"Fruits_and_Vegetables",77.9986,"OUT013",1987,"High","Tier_3","Supermarket_Type1",934.7832,7.72,0.0519
"2286","NCK29",5.615,"LF",0.1265,"Health_and_Hygiene",121.573,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",3202.498,5.615,0.1265
"2287","FDS11",7.05,"Regular",0.0556,"Breads",224.9088,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",2684.5056,7.05,0.0556
"2288","NCV41",14.35,"LF",0.0285,"Health_and_Hygiene",109.2228,"OUT010",1998,"Small","Tier_3","Grocery_Store",221.0456,14.35,0.0285
"2289","DRL60",8.52,"LF",0.0271,"Soft_Drinks",151.7682,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",2439.4912,8.52,0.0271
"2290","FDV10",7.645,"Regular",0.0671,"Snack_Foods",44.0112,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",596.5568,7.645,0.0671
"2291","FDV09",12.1,"LF",0.0207,"Snack_Foods",149.5734,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",2227.101,12.1,0.0207
"2292","FDQ39",14.8,"LF",0.081,"Meat",192.4846,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",5159.2842,14.8,0.081
"2293","DRE49",20.75,"LF",0.0213,"Soft_Drinks",153.6024,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1366.2216,20.75,0.0213
